PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"23640508","Biofeedback rehabilitation of eccentric fixation in patients with Stargardt disease","Verdina T, Giacomelli G, Sodi A, Pennino M, Paggini C, Murro V, Virgili G, Menchini U.","Eur J Ophthalmol. 2013 Sep-Oct;23(5):723-31. doi: 10.5301/ejo.5000291. Epub 2013 Apr 29.","Verdina T","Eur J Ophthalmol","2013","2013/05/04","","","10.5301/ejo.5000291"
"29867068","Reply to: ""The Relationship between Eye Movements and Reading Difficulties"", Blythe, Kirkby & Liversedge","Stein J.","Brain Sci. 2018 Jun 4;8(6):99. doi: 10.3390/brainsci8060099.","Stein J","Brain Sci","2018","2018/06/06","PMC6025139","","10.3390/brainsci8060099"
"30555369","Reading Instructions Influence Cognitive Processes of Illustrated Text Reading Not Subject Perception: An Eye-Tracking Study","Jian YC.","Front Psychol. 2018 Nov 29;9:2263. doi: 10.3389/fpsyg.2018.02263. eCollection 2018.","Jian YC","Front Psychol","2018","2018/12/18","PMC6281751","","10.3389/fpsyg.2018.02263"
"28303743","Incremental comprehension of pitch relationships in written music: Evidence from eye movements","Hadley LV, Sturt P, Eerola T, Pickering MJ.","Q J Exp Psychol (Hove). 2017 Mar 17:1-30. doi: 10.1080/17470218.2017.1307861. Online ahead of print.","Hadley LV","Q J Exp Psychol (Hove)","2017","2017/03/18","","","10.1080/17470218.2017.1307861"
"26085919","Individual Differences in Eye-Movements During Reading: Working Memory and Speed-of-Processing Effects","Traxler MJ, Long DL, Tooley KM, Johns CL, Zirnstein M, Jonathan E.","J Eye Mov Res. 2012;5(1):5.","Traxler MJ","J Eye Mov Res","2012","2015/06/19","PMC4467465","NIHMS691225",""
"26594098","What Eye Movements Reveal about Deaf Readers","Bélanger NN, Rayner K.","Curr Dir Psychol Sci. 2015 Jun;24(3):220-226. doi: 10.1177/0963721414567527.","Bélanger NN","Curr Dir Psychol Sci","2015","2015/11/24","PMC4651440","NIHMS650271","10.1177/0963721414567527"
"27784194","Ageing and the misperception of words: Evidence from eye movements during reading","Warrington KL, White SJ, Paterson KB.","Q J Exp Psychol (Hove). 2016 Nov 21:1-10. doi: 10.1080/17470218.2016.1251471. Online ahead of print.","Warrington KL","Q J Exp Psychol (Hove)","2016","2016/10/28","","","10.1080/17470218.2016.1251471"
"26486022","Treatment of symptomatic convergence insufficiency with home-based computerized vergence system therapy in children","Huston PA, Hoover DL.","J AAPOS. 2015 Oct;19(5):417-21. doi: 10.1016/j.jaapos.2015.06.004.","Huston PA","J AAPOS","2015","2015/10/22","","","10.1016/j.jaapos.2015.06.004"
"30078981","Does Online Comprehension Monitoring Make a Unique Contribution to Reading Comprehension in Beginning Readers? Evidence from Eye Movements","Kim YG, Vorstius C, Radach R.","Sci Stud Read. 2018;22(5):367-383. doi: 10.1080/10888438.2018.1457680. Epub 2018 Apr 5.","Kim YG","Sci Stud Read","2018","2018/08/07","PMC6071415","NIHMS957072","10.1080/10888438.2018.1457680"
"28322110","The Preferred Viewing Location in Top-to-Bottom Sentence Reading","Johnson RL, Starr EL.","Q J Exp Psychol (Hove). 2017 Mar 21:1-32. doi: 10.1080/17470218.2017.1307860. Online ahead of print.","Johnson RL","Q J Exp Psychol (Hove)","2017","2017/03/22","","","10.1080/17470218.2017.1307860"
"21669405","Strabismus precipitated by monovision","Pollard ZF, Greenberg MF, Bordenca M, Elliott J, Hsu V.","Am J Ophthalmol. 2011 Sep;152(3):479-482.e1. doi: 10.1016/j.ajo.2011.02.008. Epub 2011 Jun 12.","Pollard ZF","Am J Ophthalmol","2011","2011/06/15","","","10.1016/j.ajo.2011.02.008"
"28434395","Would Adults with Autism be less likely to Bury the Survivors? An Eye Movement Study of Anomalous Text Reading","Au-Yeung SK, Kaakinen JK, Liversedge SP, Benson V.","Q J Exp Psychol (Hove). 2017 Apr 24:1-27. doi: 10.1080/17470218.2017.1322621. Online ahead of print.","Au-Yeung SK","Q J Exp Psychol (Hove)","2017","2017/04/25","","","10.1080/17470218.2017.1322621"
"25566039","The neural substrates of natural reading: a comparison of normal and nonword text using eyetracking and fMRI","Choi W, Desai RH, Henderson JM.","Front Hum Neurosci. 2014 Dec 23;8:1024. doi: 10.3389/fnhum.2014.01024. eCollection 2014.","Choi W","Front Hum Neurosci","2014","2015/01/08","PMC4274877","","10.3389/fnhum.2014.01024"
"20335616","Fixation stability: a comparison between the Nidek MP-1 and the Rodenstock scanning laser ophthalmoscope in persons with and without diabetic maculopathy","Dunbar HM, Crossland MD, Rubin GS.","Invest Ophthalmol Vis Sci. 2010 Aug;51(8):4346-50. doi: 10.1167/iovs.09-4556. Epub 2010 Mar 24.","Dunbar HM","Invest Ophthalmol Vis Sci","2010","2010/03/26","","","10.1167/iovs.09-4556"
"30671009","Adult Age Differences in Effects of Text Spacing on Eye Movements During Reading","Li S, Oliver-Mighten L, Li L, White SJ, Paterson KB, Wang J, Warrington KL, McGowan VA.","Front Psychol. 2019 Jan 8;9:2700. doi: 10.3389/fpsyg.2018.02700. eCollection 2018.","Li S","Front Psychol","2019","2019/01/24","PMC6331398","","10.3389/fpsyg.2018.02700"
"27791482","Experience with compound words influences their processing: An eye movement investigation with English compound words","Juhasz BJ.","Q J Exp Psychol (Hove). 2016 Nov 14:1-10. doi: 10.1080/17470218.2016.1253756. Online ahead of print.","Juhasz BJ","Q J Exp Psychol (Hove)","2016","2016/10/30","","","10.1080/17470218.2016.1253756"
"27550736","Eye movement programming and reading accuracy","Inhoff AW, Gregg J, Radach R.","Q J Exp Psychol (Hove). 2016 Sep 13:1-9. doi: 10.1080/17470218.2016.1226907. Online ahead of print.","Inhoff AW","Q J Exp Psychol (Hove)","2016","2016/08/24","","","10.1080/17470218.2016.1226907"
"27857701","Processing and Representation of Ambiguous Words in Chinese Reading: Evidence from Eye Movements","Shen W, Li X.","Front Psychol. 2016 Nov 3;7:1713. doi: 10.3389/fpsyg.2016.01713. eCollection 2016.","Shen W","Front Psychol","2016","2016/11/19","PMC5093148","","10.3389/fpsyg.2016.01713"
"27148437","An Analysis of Reading Skill Development using E-Z Reader","Mancheva L, Reichle ED, Lemaire B, Valdois S, Ecalle J, Guérin-Dugué A.","J Cogn Psychol (Hove). 2015;27(5):357-373. doi: 10.1080/20445911.2015.1024255. Epub 2015 Apr 9.","Mancheva L","J Cogn Psychol (Hove)","2015","2016/05/06","PMC4852752","NIHMS742122","10.1080/20445911.2015.1024255"
"28495907","Interdevice comparison of retinal sensitivity assessments in a healthy population: the CenterVue MAIA and the Nidek MP-3 microperimeters","Balasubramanian S, Uji A, Lei J, Velaga S, Nittala M, Sadda S.","Br J Ophthalmol. 2018 Jan;102(1):109-113. doi: 10.1136/bjophthalmol-2017-310258. Epub 2017 May 11.","Balasubramanian S","Br J Ophthalmol","2018","2017/05/13","","","10.1136/bjophthalmol-2017-310258"
"28936361","Relationships between Eye Movements during Sentence Reading Comprehension, Word Spelling and Reading, and DTI and fmri Connectivity In Students with and without Dysgraphia or Dyslexia","Yagle K, Richards T, Askren K, Mestre Z, Beers S, Abbott R, Nagy W, Boord P, Berninger V.","J Syst Integr Neurosci. 2017 Jan;3(1):10.15761/JSIN.1000150. doi: 10.15761/JSIN.1000150. Epub 2017 Jan 18.","Yagle K","J Syst Integr Neurosci","2017","2017/09/23","PMC5604484","NIHMS846434","10.15761/JSIN.1000150"
"25024927","No association between autistic traits and contextual influences on eye-movements during reading","Caruana N, Brock J.","PeerJ. 2014 Jun 26;2:e466. doi: 10.7717/peerj.466. eCollection 2014.","Caruana N","PeerJ","2014","2014/07/16","PMC4081132","","10.7717/peerj.466"
"31710840","Influence of reading skill and word length on fixation-related brain activity in school-aged children during natural reading","Loberg O, Hautala J, Hämäläinen JA, Leppänen PHT.","Vision Res. 2019 Dec;165:109-122. doi: 10.1016/j.visres.2019.07.008. Epub 2019 Nov 8.","Loberg O","Vision Res","2019","2019/11/12","","","10.1016/j.visres.2019.07.008"
"22262912","Control of accommodation by longitudinal chromatic aberration and blue cones","Graef K, Schaeffel F.","J Vis. 2012 Jan 18;12(1):14. doi: 10.1167/12.1.14.","Graef K","J Vis","2012","2012/01/21","","","10.1167/12.1.14"
"26453625","Near Point of Convergence After a Sport-Related Concussion: Measurement Reliability and Relationship to Neurocognitive Impairment and Symptoms","Pearce KL, Sufrinko A, Lau BC, Henry L, Collins MW, Kontos AP.","Am J Sports Med. 2015 Dec;43(12):3055-61. doi: 10.1177/0363546515606430. Epub 2015 Oct 9.","Pearce KL","Am J Sports Med","2015","2015/10/11","PMC5067104","NIHMS822732","10.1177/0363546515606430"
"27905866","Morphological structure influences the initial landing position in words during reading Finnish","Hyönä J, Yan M, Vainio S.","Q J Exp Psychol (Hove). 2017 Jan 3:1-10. doi: 10.1080/17470218.2016.1267233. Online ahead of print.","Hyönä J","Q J Exp Psychol (Hove)","2017","2016/12/02","","","10.1080/17470218.2016.1267233"
"28695758","Differential vergence movements in reading Chinese and English: Greater fixation-initial binocular disparity is advantageous in reading the denser orthography","Hsiao YT, Shillcock R, Obregón M, Kreiner H, Roberts MAJ, McDonald S.","Q J Exp Psychol (Hove). 2017 Jul 11:1-33. doi: 10.1080/17470218.2017.1350866. Online ahead of print.","Hsiao YT","Q J Exp Psychol (Hove)","2017","2017/07/12","","","10.1080/17470218.2017.1350866"
"24073328","Eye Movements while Reading Biased Homographs: Effects of Prior Encounter and Biasing Context on Reducing the Subordinate Bias Effect","Leinenger M, Rayner K.","J Cogn Psychol (Hove). 2013 Jan 1;25(6):665-681. doi: 10.1080/20445911.2013.806513.","Leinenger M","J Cogn Psychol (Hove)","2013","2013/09/28","PMC3780419","NIHMS482495","10.1080/20445911.2013.806513"
"23398310","No deficiency in left-to-right processing of words in dyslexia but evidence for enhanced visual crowding","Callens M, Whitney C, Tops W, Brysbaert M.","Q J Exp Psychol (Hove). 2013 Sep;66(9):1803-17. doi: 10.1080/17470218.2013.766898. Epub 2013 Feb 12.","Callens M","Q J Exp Psychol (Hove)","2013","2013/02/13","","","10.1080/17470218.2013.766898"
"30233466","Processing Information During Regressions: An Application of the Reverse Boundary-Change Paradigm","Sturt P, Kwon N.","Front Psychol. 2018 Sep 4;9:1630. doi: 10.3389/fpsyg.2018.01630. eCollection 2018.","Sturt P","Front Psychol","2018","2018/09/21","PMC6132172","","10.3389/fpsyg.2018.01630"
"31347017","Experimental test of Bayesian saccade targeting under reversed reading direction","Chandra J, Krügel A, Engbert R.","Atten Percept Psychophys. 2019 Jul 25. doi: 10.3758/s13414-019-01814-4. Online ahead of print.","Chandra J","Atten Percept Psychophys","2019","2019/07/27","","","10.3758/s13414-019-01814-4"
"29922707","Data on eye movements in people with glaucoma and peers with normal vision","Asfaw DS, Jones PR, Smith ND, Crabb DP.","Data Brief. 2018 May 18;19:1266-1273. doi: 10.1016/j.dib.2018.05.076. eCollection 2018 Aug.","Asfaw DS","Data Brief","2018","2018/06/21","PMC6005790","","10.1016/j.dib.2018.05.076"
"26696942","Processing Rhythmic Pattern during Chinese Sentence Reading: An Eye Movement Study","Luo Y, Duan Y, Zhou X.","Front Psychol. 2015 Dec 9;6:1881. doi: 10.3389/fpsyg.2015.01881. eCollection 2015.","Luo Y","Front Psychol","2015","2015/12/24","PMC4673344","","10.3389/fpsyg.2015.01881"
"24000971","The accommodative process in children with cerebral palsy: different strategies to obtain clear vision at short distance","Pansell T, Hellgren K, Jacobson L, Brautaset R, Tedroff K.","Dev Med Child Neurol. 2014 Feb;56(2):171-7. doi: 10.1111/dmcn.12266. Epub 2013 Sep 4.","Pansell T","Dev Med Child Neurol","2014","2013/09/05","","","10.1111/dmcn.12266"
"27882856","Validation of semantic illusions independent of anomaly detection: evidence from eye movements","Cook AE, Walsh EK, Bills MAA, Kircher JC, O'Brien EJ.","Q J Exp Psychol (Hove). 2016 Dec 9:1-11. doi: 10.1080/17470218.2016.1264432. Online ahead of print.","Cook AE","Q J Exp Psychol (Hove)","2016","2016/11/25","","","10.1080/17470218.2016.1264432"
"28300468","Comprehension demands modulate re-reading, but not first pass reading behavior","Weiss AF, Kretzschmar F, Schlesewsky M, Bornkessel-Schlesewsky I, Staub A.","Q J Exp Psychol (Hove). 2017 Mar 16:1-37. doi: 10.1080/17470218.2017.1307862. Online ahead of print.","Weiss AF","Q J Exp Psychol (Hove)","2017","2017/03/17","","","10.1080/17470218.2017.1307862"
"28503023","Do resource constraints affect lexical processing? Evidence from eye movements","Leinenger M, Myslín M, Rayner K, Levy R.","J Mem Lang. 2017 Apr;93:82-103. doi: 10.1016/j.jml.2016.09.002. Epub 2016 Sep 30.","Leinenger M","J Mem Lang","2017","2017/05/16","PMC5423732","NIHMS820529","10.1016/j.jml.2016.09.002"
"28362161","Test-Retest Reliability of the King-Devick Test in an Adolescent Population","Oberlander TJ, Olson BL, Weidauer L.","J Athl Train. 2017 May;52(5):439-445. doi: 10.4085/1062-6050-52.2.12. Epub 2017 Mar 31.","Oberlander TJ","J Athl Train","2017","2017/04/01","PMC5455247","","10.4085/1062-6050-52.2.12"
"28856970","Word skipping: Effects of word length, predictability, spelling and reading skill","Slattery TJ, Yates M.","Q J Exp Psychol (Hove). 2018 Jan;71(1):250-259. doi: 10.1080/17470218.2017.1310264.","Slattery TJ","Q J Exp Psychol (Hove)","2018","2017/09/01","PMC6159777","","10.1080/17470218.2017.1310264"
"28056647","The early processing of metaphors and similes: Evidence from eye movements","Ashby J, Roncero C, de Almeida RG, Agauas SJ.","Q J Exp Psychol (Hove). 2017 Jan 31:1-9. doi: 10.1080/17470218.2016.1278456. Online ahead of print.","Ashby J","Q J Exp Psychol (Hove)","2017","2017/01/07","","","10.1080/17470218.2016.1278456"
"26246891","Working memory, reading ability and the effects of distance and typicality on anaphor resolution in children","Joseph HS, Bremner G, Liversedge SP, Nation K.","J Cogn Psychol (Hove). 2015 Jul 4;27(5):622-639. doi: 10.1080/20445911.2015.1005095.","Joseph HS","J Cogn Psychol (Hove)","2015","2015/08/07","PMC4487586","","10.1080/20445911.2015.1005095"
"22485100","Word-Initial Letters Influence Fixation Durations during Fluent Reading","Hand CJ, O'Donnell PJ, Sereno SC.","Front Psychol. 2012 Apr 2;3:85. doi: 10.3389/fpsyg.2012.00085. eCollection 2012.","Hand CJ","Front Psychol","2012","2012/04/10","PMC3317262","","10.3389/fpsyg.2012.00085"
"31735836","Regressions during Reading","Inhoff AW, Kim A, Radach R.","Vision (Basel). 2019 Jul 9;3(3):35. doi: 10.3390/vision3030035.","Inhoff AW","Vision (Basel)","2019","2019/11/19","PMC6802794","","10.3390/vision3030035"
"24917801","A similar correction mechanism in slow and fluent readers after suboptimal landing positions","Gagl B, Hawelka S, Hutzler F.","Front Hum Neurosci. 2014 Jun 3;8:355. doi: 10.3389/fnhum.2014.00355. eCollection 2014.","Gagl B","Front Hum Neurosci","2014","2014/06/12","PMC4042281","","10.3389/fnhum.2014.00355"
"29867069","Comments on: ""What Is Developmental Dyslexia?"" Brain Sci. 2018, 8, 26. The Relationship between Eye Movements and Reading Difficulties","Blythe HI, Kirkby JA, Liversedge SP.","Brain Sci. 2018 Jun 4;8(6):100. doi: 10.3390/brainsci8060100.","Blythe HI","Brain Sci","2018","2018/06/06","PMC6025640","","10.3390/brainsci8060100"
"28769827","Investigating the Effectiveness of Spatial Frequencies to the Left and Right of Central Vision during Reading: Evidence from Reading Times and Eye Movements","Jordan TR, McGowan VA, Kurtev S, Paterson KB.","Front Psychol. 2017 Jul 18;8:807. doi: 10.3389/fpsyg.2017.00807. eCollection 2017.","Jordan TR","Front Psychol","2017","2017/08/04","PMC5513974","","10.3389/fpsyg.2017.00807"
"31784207","Reading eye movements in traumatic brain injury","Reddy AVC, Mani R, Selvakumar A, Hussaindeen JR.","J Optom. 2019 Nov 26:S1888-4296(19)30102-5. doi: 10.1016/j.optom.2019.10.001. Online ahead of print.","Reddy AVC","J Optom","2019","2019/12/01","","","10.1016/j.optom.2019.10.001"
"27733837","Effects of Spatial Frequencies on Word Identification by Fast and Slow Readers: Evidence from Eye Movements","Jordan TR, Dixon J, McGowan VA, Kurtev S, Paterson KB.","Front Psychol. 2016 Sep 28;7:1433. doi: 10.3389/fpsyg.2016.01433. eCollection 2016.","Jordan TR","Front Psychol","2016","2016/10/14","PMC5039934","","10.3389/fpsyg.2016.01433"
"24771996","A Theoretical Analysis of the Perceptual Span based on SWIFT Simulations of the n + 2 Boundary Paradigm","Risse S, Hohenstein S, Kliegl R, Engbert R.","Vis cogn. 2014 Mar;22(3):283-308. doi: 10.1080/13506285.2014.881444. Epub 2014 Feb 28.","Risse S","Vis cogn","2014","2014/04/29","PMC3996545","","10.1080/13506285.2014.881444"
"30921530","Intolerance of uncertainty is associated with reduced attentional inhibition in the absence of direct threat","Morriss J, McSorley E.","Behav Res Ther. 2019 Jul;118:1-6. doi: 10.1016/j.brat.2019.03.011. Epub 2019 Mar 21.","Morriss J","Behav Res Ther","2019","2019/03/29","","","10.1016/j.brat.2019.03.011"
"23833702","Effects of changes in narrative time on eye movements and recognition responses","Weingartner KM, Myers JL.","J Cogn Psychol (Hove). 2013 May 1;25(3):283-298. doi: 10.1080/20445911.2013.768232.","Weingartner KM","J Cogn Psychol (Hove)","2013","2013/07/09","PMC3698862","NIHMS438513","10.1080/20445911.2013.768232"
"22701444","The role of visual acuity and segmentation cues in compound word identification","Hyönä J.","Front Psychol. 2012 Jun 11;3:188. doi: 10.3389/fpsyg.2012.00188. eCollection 2012.","Hyönä J","Front Psychol","2012","2012/06/16","PMC3371694","","10.3389/fpsyg.2012.00188"
"31749722","Eye Movements Reveal Delayed Use of Construction-Based Pragmatic Information During Online Sentence Reading: A Case of Chinese Lian…dou Construction","Zang C, Zhang L, Zhang M, Bai X, Yan G, Jiang X, He Z, Zhou X.","Front Psychol. 2019 Oct 30;10:2211. doi: 10.3389/fpsyg.2019.02211. eCollection 2019.","Zang C","Front Psychol","2019","2019/11/22","PMC6842951","","10.3389/fpsyg.2019.02211"
"26304190","What eye movements can tell us about sentence comprehension","Vasishth S, von der Malsburg T, Engelmann F.","Wiley Interdiscip Rev Cogn Sci. 2013 Mar;4(2):125-134. doi: 10.1002/wcs.1209. Epub 2012 Dec 7.","Vasishth S","Wiley Interdiscip Rev Cogn Sci","2013","2015/08/26","","","10.1002/wcs.1209"
"23074362","The utility of modeling word identification from visual input within models of eye movements in reading","Bicknell K, Levy R.","Vis cogn. 2012 Apr 1;20(4-5):422-456. doi: 10.1080/13506285.2012.668144. Epub 2012 May 23.","Bicknell K","Vis cogn","2012","2012/10/18","PMC3467114","NIHMS378397","10.1080/13506285.2012.668144"
"22080400","Improvement in academic behaviors after successful treatment of convergence insufficiency","Borsting E, Mitchell GL, Kulp MT, Scheiman M, Amster DM, Cotter S, Coulter RA, Fecho G, Gallaway MF, Granet D, Hertle R, Rodena J, Yamada T; CITT Study Group.","Optom Vis Sci. 2012 Jan;89(1):12-8. doi: 10.1097/OPX.0b013e318238ffc3.","Borsting E","Optom Vis Sci","2012","2011/11/15","PMC3261761","NIHMS333889","10.1097/OPX.0b013e318238ffc3"
"21696702","The relationship between macular sensitivity and retinal thickness in eyes with diabetic macular edema","Hatef E, Colantuoni E, Wang J, Ibrahim M, Shulman M, Adhi F, Sepah YJ, Channa R, Khwaja A, Nguyen QD, Do DV.","Am J Ophthalmol. 2011 Sep;152(3):400-405.e2. doi: 10.1016/j.ajo.2011.02.024. Epub 2011 Jun 21.","Hatef E","Am J Ophthalmol","2011","2011/06/24","","","10.1016/j.ajo.2011.02.024"
"28791313","Do Morphemes Matter when Reading Compound Words with Transposed Letters? Evidence from Eye-Tracking and Event-Related Potentials","Stites MC, Federmeier KD, Christianson K.","Lang Cogn Neurosci. 2016;31(10):1299-1319. doi: 10.1080/23273798.2016.1212082. Epub 2016 Aug 6.","Stites MC","Lang Cogn Neurosci","2016","2017/08/10","PMC5544032","NIHMS837946","10.1080/23273798.2016.1212082"
"24058229","Using E-Z Reader to examine the concurrent development of eye-movement control and reading skill","Reichle ED, Liversedge SP, Drieghe D, Blythe HI, Joseph HS, White SJ, Rayner K.","Dev Rev. 2013 Jun;33(2):110-149. doi: 10.1016/j.dr.2013.03.001.","Reichle ED","Dev Rev","2013","2013/09/24","PMC3774954","NIHMS461714","10.1016/j.dr.2013.03.001"
"21350700","Early resolution of convergence spasms following the addition of antipsychotic medications","Hyun HJ, Chung US, Chun BY.","Korean J Ophthalmol. 2011 Feb;25(1):66-8. doi: 10.3341/kjo.2011.25.1.66. Epub 2011 Jan 17.","Hyun HJ","Korean J Ophthalmol","2011","2011/02/26","PMC3039200","","10.3341/kjo.2011.25.1.66"
"27734767","Parafoveal preview effects depend on both preview plausibility and target predictability","Veldre A, Andrews S.","Q J Exp Psychol (Hove). 2016 Oct 28:1-12. doi: 10.1080/17470218.2016.1247894. Online ahead of print.","Veldre A","Q J Exp Psychol (Hove)","2016","2016/10/14","","","10.1080/17470218.2016.1247894"
"31823454","A Rational Model of Word Skipping in Reading: Ideal Integration of Visual and Linguistic Information","Duan Y, Bicknell K.","Top Cogn Sci. 2020 Jan;12(1):387-401. doi: 10.1111/tops.12485. Epub 2019 Dec 10.","Duan Y","Top Cogn Sci","2020","2019/12/12","","","10.1111/tops.12485"
"31796709","What causes dyslexia? Identifying the causes and effective compensatory therapy","Werth R.","Restor Neurol Neurosci. 2019;37(6):591-608. doi: 10.3233/RNN-190939.","Werth R","Restor Neurol Neurosci","2019","2019/12/05","PMC6971836","","10.3233/RNN-190939"
"26770056","The Random Forests statistical technique: An examination of its value for the study of reading","Matsuki K, Kuperman V, Van Dyke JA.","Sci Stud Read. 2016;20(1):20-33. doi: 10.1080/10888438.2015.1107073. Epub 2016 Jan 5.","Matsuki K","Sci Stud Read","2016","2016/01/16","PMC4710485","NIHMS744084","10.1080/10888438.2015.1107073"
"27199870","The Impact of Language Opacity and Proficiency on Reading Strategies in Bilinguals: An Eye Movement Study","de León Rodríguez D, Buetler KA, Eggenberger N, Laganaro M, Nyffeler T, Annoni JM, Müri RM.","Front Psychol. 2016 May 6;7:649. doi: 10.3389/fpsyg.2016.00649. eCollection 2016.","de León Rodríguez D","Front Psychol","2016","2016/05/21","PMC4858600","","10.3389/fpsyg.2016.00649"
"23162458","Seeing via Miniature Eye Movements: A Dynamic Hypothesis for Vision","Ahissar E, Arieli A.","Front Comput Neurosci. 2012 Nov 8;6:89. doi: 10.3389/fncom.2012.00089. eCollection 2012.","Ahissar E","Front Comput Neurosci","2012","2012/11/20","PMC3492788","","10.3389/fncom.2012.00089"
"29214207","What is the role of the film viewer? The effects of narrative comprehension and viewing task on gaze control in film","Hutson JP, Smith TJ, Magliano JP, Loschky LC.","Version 2. Cogn Res Princ Implic. 2017;2(1):46. doi: 10.1186/s41235-017-0080-5. Epub 2017 Nov 22.","Hutson JP","Cogn Res Princ Implic","2017","2017/12/08","PMC5698392","","10.1186/s41235-017-0080-5"
"25324760","The influences of working memory representations on long-range regression in text reading: an eye-tracking study","Tanaka T, Sugimoto M, Tanida Y, Saito S.","Front Hum Neurosci. 2014 Sep 29;8:765. doi: 10.3389/fnhum.2014.00765. eCollection 2014.","Tanaka T","Front Hum Neurosci","2014","2014/10/18","PMC4179682","","10.3389/fnhum.2014.00765"
"23397017","Evidence that indirect inhibition of saccade initiation improves saccade acuracy","McSorley E, Cruickshank AG.","Iperception. 2010;1(2):73-82. doi: 10.1068/i0388. Epub 2010 Nov 5.","McSorley E","Iperception","2010","2013/02/12","PMC3563055","","10.1068/i0388"
"26618186","Comprehending the impossible: what role do selectional restriction violations play?","Warren T, Milburn E, Patson ND, Dickey MW.","Lang Cogn Neurosci. 2015 Oct 1;30(8):932-939. doi: 10.1080/23273798.2015.1047458. Epub 2015 Jun 29.","Warren T","Lang Cogn Neurosci","2015","2015/12/01","PMC4657450","NIHMS698890","10.1080/23273798.2015.1047458"
"31826774","Atypical Visual Scan Path Affects Remembering in ADHD","Mohammadhasani N, Caprì T, Nucita A, Iannizzotto G, Fabio RA.","J Int Neuropsychol Soc. 2019 Dec 12:1-10. doi: 10.1017/S135561771900136X. Online ahead of print.","Mohammadhasani N","J Int Neuropsychol Soc","2019","2019/12/13","","","10.1017/S135561771900136X"
"31735833","Eye Movements in Medical Image Perception: A Selective Review of Past, Present and Future","Wu CC, Wolfe JM.","Vision (Basel). 2019 Jun 20;3(2):32. doi: 10.3390/vision3020032.","Wu CC","Vision (Basel)","2019","2019/11/19","PMC6802791","","10.3390/vision3020032"
"31336311","Bilinguals apply language-specific grain sizes during sentence reading","Egan C, Oppenheim GM, Saville C, Moll K, Jones MW.","Cognition. 2019 Dec;193:104018. doi: 10.1016/j.cognition.2019.104018. Epub 2019 Jul 20.","Egan C","Cognition","2019","2019/07/24","","","10.1016/j.cognition.2019.104018"
"31735844","Reading and Misleading: Changes in Head and Eye Movements Reveal Attentional Orienting in a Social Context","Foulsham T, Gejdosova M, Caunt L.","Vision (Basel). 2019 Aug 27;3(3):43. doi: 10.3390/vision3030043.","Foulsham T","Vision (Basel)","2019","2019/11/19","PMC6802805","","10.3390/vision3030043"
"27667915","Eye-Movement Control in RAN and Reading","Kuperman V, Van Dyke JA, Henry R.","Sci Stud Read. 2016;20(2):173-188. doi: 10.1080/10888438.2015.1128435. Epub 2016 Jan 8.","Kuperman V","Sci Stud Read","2016","2016/09/27","PMC5033253","NIHMS777353","10.1080/10888438.2015.1128435"
"24987346","Reading performance is not affected by a prism induced increase of horizontal and vertical vergence demand","Dysli M, Vogel N, Abegg M.","Front Hum Neurosci. 2014 Jun 17;8:431. doi: 10.3389/fnhum.2014.00431. eCollection 2014.","Dysli M","Front Hum Neurosci","2014","2014/07/03","PMC4060573","","10.3389/fnhum.2014.00431"
"28123911","Effects of adults aging on word encoding in reading Chinese: evidence from disappearing text","Liu Z, Pan Y, Tong W, Liu N.","PeerJ. 2017 Jan 17;5:e2897. doi: 10.7717/peerj.2897. eCollection 2017.","Liu Z","PeerJ","2017","2017/01/27","PMC5244883","","10.7717/peerj.2897"
"24003322","On the processing of canonical word order during eye fixations in reading: Do readers process transposed word previews?","Rayner K, Angele B, Schotter ER, Bicknell K.","Vis cogn. 2013 Mar 1;21(3):353-381. doi: 10.1080/13506285.2013.791739.","Rayner K","Vis cogn","2013","2013/09/05","PMC3758745","NIHMS471608","10.1080/13506285.2013.791739"
"31138515","Readers Are Parallel Processors","Snell J, Grainger J.","Trends Cogn Sci. 2019 Jul;23(7):537-546. doi: 10.1016/j.tics.2019.04.006. Epub 2019 May 25.","Snell J","Trends Cogn Sci","2019","2019/05/30","","","10.1016/j.tics.2019.04.006"
"21603125","Lexical and Post-Lexical Complexity Effects on Eye Movements in Reading","Warren T, Reichle ED, Patson ND.","J Eye Mov Res. 2011 Feb 16;4(1):1-10.","Warren T","J Eye Mov Res","2011","2011/05/24","PMC3097123","NIHMS273835",""
"29951425","Oculomotor rehabilitation in children with dyslexia","Jafarlou F, Jarollahi F, Ahadi M, Sadeghi-Firoozabadi V, Haghani H.","Med J Islam Repub Iran. 2017 Dec 24;31:125. doi: 10.14196/mjiri.31.125. eCollection 2017.","Jafarlou F","Med J Islam Repub Iran","2017","2018/06/29","PMC6014809","","10.14196/mjiri.31.125"
"31481744","Investigating Effects of Typographic Variables on Webpage Reading Through Eye Movements","Scaltritti M, Miniukovich A, Venuti P, Job R, De Angeli A, Sulpizio S.","Sci Rep. 2019 Sep 3;9(1):12711. doi: 10.1038/s41598-019-49051-x.","Scaltritti M","Sci Rep","2019","2019/09/05","PMC6722069","","10.1038/s41598-019-49051-x"
